uid,unique_id,boot_num,term,estimate,std.error,statistic,p.value
5_1_0702,5_1,0702,r,0.12542175188658836,0.007292449355454152,17.198851273856736,2.2972535164771304e-15
5_1_0703,5_1,0703,K,21007.273902613157,1821.7687645709846,11.531251556813382,1.679334035439277e-11
5_1_0703,5_1,0703,r,0.12179947737708194,0.009915132019645069,12.284201272938974,4.341758766386178e-12
5_1_0704,5_1,0704,K,20838.05622017077,820.8122667571675,25.38711598755332,2.2834531473990096e-19
5_1_0704,5_1,0704,r,0.12738826766642367,0.006515534702428647,19.551467912363364,1.1539661060855393e-16
5_1_0705,5_1,0705,K,20803.20498185578,967.4703533134234,21.50267955044648,1.2169298929506172e-17
5_1_0705,5_1,0705,r,0.1327366461052938,0.006513892642470064,20.377469109616783,4.349865852722108e-17
5_1_0706,5_1,0706,K,21264.828111590326,1645.372210631331,12.924022889283508,1.4410004346417932e-12
5_1_0706,5_1,0706,r,0.12379816699762375,0.010411445788033694,11.890583644003613,8.73920415360087e-12
5_1_0707,5_1,0707,K,21605.610486477788,1543.2751842628556,13.999843130243615,2.4667298783056024e-13
5_1_0707,5_1,0707,r,0.12313926969221416,0.008589261391255713,14.336421268722354,1.451123277873591e-13
5_1_0708,5_1,0708,K,20335.528500558303,1014.8724139441789,20.037522176336168,6.471151797607518e-17
5_1_0708,5_1,0708,r,0.13565662355748556,0.006961301327840456,19.487250611455593,1.24679386866482e-16
5_1_0709,5_1,0709,K,19982.048202700782,679.8093049107019,29.393607969701996,6.5679939125384824e-21
5_1_0709,5_1,0709,r,0.13919306715661714,0.005845467728390507,23.812135080410854,1.0650169253962483e-18
5_1_0710,5_1,0710,K,20678.592354662207,929.8257821947615,22.239211635810356,5.458770903253335e-18
5_1_0710,5_1,0710,r,0.12924630582126082,0.006713173619666358,19.252638639142525,1.657256376633878e-16
5_1_0711,5_1,0711,K,19254.273825858236,1299.7206666667307,14.814163011839945,6.948721219742559e-14
5_1_0711,5_1,0711,r,0.13708507873941012,0.008423278854809223,16.274550694845175,8.195692899399754e-15
5_1_0712,5_1,0712,K,20518.091512711766,1557.2520394339458,13.175832166622174,9.440472895291577e-13
5_1_0712,5_1,0712,r,0.12390437917038306,0.008372625275002083,14.798748910968339,7.11366433584708e-14
5_1_0713,5_1,0713,K,19966.624480463506,1128.4409031828782,17.693992148056388,1.1901006511870026e-15
5_1_0713,5_1,0713,r,0.13347832896875375,0.008520236001951289,15.66603659079218,1.957665028686832e-14
5_1_0714,5_1,0714,K,21833.19025346889,1088.6063878991922,20.056092354558825,6.331276320832317e-17
5_1_0714,5_1,0714,r,0.12310591353071555,0.006526974558791888,18.861099031693158,2.683064658275969e-16
5_1_0715,5_1,0715,K,20870.50589956488,1213.8894037783668,17.193086812194828,2.3151294232686005e-15
5_1_0715,5_1,0715,r,0.12410745707886837,0.007864460255220211,15.780797798105633,1.657688176093825e-14
5_1_0716,5_1,0716,K,22240.06964877467,1380.7123822026822,16.107677410189208,1.0377759453925501e-14
