file_name,temperature,species,rep,cell_density,start_time,cell_volume,start.time,time_since_innoc,time_since_innoc_days,time_since_innoc_hours,total_biovolume
k-temp-edited/oct31/08TT2_copy/summary_export,8,TT,2,2457,2016-10-31  15:25:17,1095.99,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 15:25:17 UTC,3.402465277777778,81.65916666666666,2692847.43
k-temp-edited/oct31/08TT3_copy/summary_export,8,TT,3,423,2016-10-31  15:23:07,1050.34,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 15:23:07 UTC,3.400960648148148,81.62305555555555,444293.81999999995
k-temp-edited/oct31/08TT4_copy/summary_export,8,TT,4,233,2016-10-31  15:20:44,955.11,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 15:20:44 UTC,3.3993055555555554,81.58333333333333,222540.63
k-temp-edited/oct31/08TT5_copy/summary_export,8,TT,5,159,2016-10-31  15:17:56,897.63,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 15:17:56 UTC,3.397361111111111,81.53666666666666,142723.17
k-temp-edited/oct31/16TT1_copy/summary_export,16,TT,1,1803,2016-10-31  16:03:50,773.23,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 16:03:50 UTC,3.429236111111111,82.30166666666666,1394133.69
k-temp-edited/oct31/16TT2_copy/summary_export,16,TT,2,660,2016-10-31  16:06:31,772.74,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 16:06:31 UTC,3.431099537037037,82.3463888888889,510008.4
k-temp-edited/oct31/16TT3_R2_copy/summary_export,16,TT,3,1505,2016-10-31  16:10:58,924.78,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 16:10:58 UTC,3.4341898148148147,82.42055555555555,1391793.9
k-temp-edited/oct31/16TT4_copy/summary_export,16,TT,4,847,2016-10-31  16:13:18,817.92,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 16:13:18 UTC,3.435810185185185,82.45944444444444,692778.24
k-temp-edited/oct31/16TT5_copy/summary_export,16,TT,5,1776,2016-10-31  16:16:53,871.51,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 16:16:53 UTC,3.438298611111111,82.51916666666666,1547801.76
k-temp-edited/oct31/25TT1_copy/summary_export,25,TT,1,7446,2016-10-31  16:32:47,842.61,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 16:32:47 UTC,3.449340277777778,82.78416666666666,6274074.0600000005
k-temp-edited/oct31/25TT2_copy/summary_export,25,TT,2,6467,2016-10-31  16:30:09,684.37,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 16:30:09 UTC,3.447511574074074,82.74027777777778,4425820.79
k-temp-edited/oct31/25TT3_copy/summary_export,25,TT,3,6971,2016-10-31  16:27:36,736.85,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 16:27:36 UTC,3.4457407407407405,82.69777777777777,5136581.350000001
k-temp-edited/oct31/25TT4_copy/summary_export,25,TT,4,6285,2016-10-31  16:24:57,700.52,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 16:24:57 UTC,3.443900462962963,82.6536111111111,4402768.2
k-temp-edited/oct31/25TT5_copy/summary_export,25,TT,5,6145,2016-10-31  16:21:47,808.19,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-10-31 16:21:47 UTC,3.4417013888888888,82.60083333333333,4966327.550000001
nov1/32TT1_R2_copy/summary_export,32,TT,1,50,2016-11-01  14:52:13,1023.7,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-01 14:52:13 UTC,4.379502314814815,105.10805555555555,51185
